carrier,origin_port,destination_port,transport_mode,status,goods_category,currency,transit_hours,distance_km,weight_kg,volume_m3,value_usd,freight_cost_usd,num_containers,num_stops,delay_hours,risk_score,weather_severity,port_congestion,temperature_c,priority_level,insurance_required
0.22153054879080875,1.635752750836127,1.1390468777352873,0.7740367324981,6,-0.8524181494245459,-0.315433839222723,0.12369672240150414,0.4878166140648916,-0.29453952419428536,-0.26518724918487835,-0.15548679654778114,-0.11800985747564398,1.5084181232119724,-1.4451369211468472,-0.3646443509470867,1.6510156254215542,-0.022540058359470226,-0.5240909245585815,-2.883185637530736,-0.43368593559834934,-1.2334634868833914
-1.6307315648447154,0.9444094779398962,-0.4312821409249232,0.7740367324981,6,-0.1580403802615074,0.8463850897744147,-0.6514447677860329,0.7104826944669016,4.0443448283826,2.0186302478572657,-0.19395277200753988,-0.17134385875097455,-1.6265197840075896,-0.2794218923924331,-0.3646443509470867,-1.4680252027188405,0.22551581420061803,-0.6045851579532189,0.001001875662477577,-0.43368593559834934,0.8107252550512974
-0.010002215413631757,1.4629169326120692,-0.2568011388515664,0.7740367324981,6,1.2307151580645694,0.8463850897744147,-0.6397144183582554,2.0850665777925106,-0.31623915997761026,-0.263670449639673,-0.20332884118682887,-0.18721025410409517,-1.6265197840075896,-1.4451369211468472,-0.3646443509470867,2.854074230561421,-0.26338500439164914,1.877698278913801,0.001001875662477577,-0.43368593559834934,0.8107252550512974
-0.010002215413631757,1.1172452961639538,-0.6057631429982799,-0.8848503924442492,6,-1.5467959185875844,0.8463850897744147,-0.38633887071826145,-1.1826319714826463,-0.3394229294363244,-0.2951095674857475,-0.1972815997983364,-0.1755964566370294,1.3659209456110832,-1.4451369211468472,-0.3646443509470867,1.8179502049558294,0.2969039868269225,2.1503583230181715,0.001001875662477577,-1.3260438277760225,0.8107252550512974
1.147661605608571,0.9444094779398962,0.6156038715152172,0.7740367324981,6,0.536337388901531,-0.315433839222723,-0.12592511342160098,-0.6178969705474402,1.8233043333847991,0.8557965601557473,-0.19959095198127014,-0.18485743050945405,0.6534350576066373,-0.8622794067696401,-0.3646443509470867,0.42536437041990627,0.7252330225847498,0.9367093533145198,0.001001875662477577,1.351029848756997,-1.2334634868833914
-0.47306774382251277,1.635752750836127,-0.4312821409249232,0.7740367324981,6,-0.5052292648430267,0.2654756252758459,-0.281234939845375,1.6981523865454373,-0.26402260741601974,-0.25560383387653546,8.616794630001664,9.559143478009583,0.22594352480396981,-0.2794218923924331,-0.3646443509470867,0.43289525370716697,2.2943306350578667,0.46168000412644894,0.001001875662477577,-1.3260438277760225,-1.2334634868833914
0.45306331299524927,0.08023038681960758,-0.7802441450716366,-1.714293954915424,6,1.5779040426460889,-0.315433839222723,-1.117374247057355,0.19344507648700854,-0.1791048359416197,-0.22002798999808276,-0.19222078557019653,-0.17924106961045821,1.080926590409305,1.469150650739188,-0.3646443509470867,-1.3036009176136527,-0.8330482000965032,0.21906358234542936,1.2406965085262271,0.4586719565793238,0.8107252550512974
0.22153054879080875,0.7715736597158385,0.09216086529514703,0.7740367324981,5,0.18914850432001182,1.4272945542729836,1.0827700916165925,-0.050041423277486105,-0.003198683479935355,0.0032173248825953836,-0.20057111897395205,-0.1825491096962359,-0.20154800799869774,1.469150650739188,-0.3646443509470867,0.8747070732264501,-1.2909420346187592,-0.412419347243486,0.001001875662477577,-0.43368593559834934,-1.2334634868833914
0.45306331299524927,-1.475291977196912,-0.2568011388515664,0.7740367324981,6,1.5779040426460889,1.4272945542729836,-0.12264061558182332,1.1930600857179123,-0.34088099300951097,-0.29883262091488794,-0.15407101656836603,-0.125690927665846,0.6534350576066373,1.469150650739188,-0.3646443509470867,-0.7538464376436353,0.5925519744712139,1.9168116740140122,0.001001875662477577,-0.43368593559834934,-1.2334634868833914
0.45306331299524927,1.1172452961639538,-0.9547251471449933,0.7740367324981,0,0.18914850432001182,-0.8963433037212919,0.4075711785537196,-1.2324768271844526,-0.33628334427107204,-0.2956611309567313,-0.20102020920017585,-0.18578506626444938,0.7959322352075265,-0.2794218923924331,-0.3646443509470867,-0.5003067003058649,-1.3724255043841371,0.2105606703671226,0.001001875662477577,-0.43368593559834934,-1.2334634868833914
-1.1676660364358342,0.2530662050436653,-0.08232013677820971,0.7740367324981,6,-0.1580403802615074,-0.8963433037212919,0.7308596087832676,1.5094935503398466,-0.07011691153361814,-0.13163994377293473,0.023258476614896273,0.018387541433346144,-1.3415254288058112,-0.8622794067696401,-0.3646443509470867,1.7859439509849722,0.7201853740152128,-0.9333644211144135,0.001001875662477577,1.351029848756997,-1.2334634868833914
-0.010002215413631757,-0.783948704300681,-1.6526491554384204,0.7740367324981,5,0.536337388901531,0.8463850897744147,1.2099270794137007,0.5605622533523476,-0.2379282972614044,-0.23085242311613913,-0.17967647222535654,-0.17642212058669005,-1.3415254288058112,0.303435621984774,-0.3646443509470867,0.1053018307113346,-0.9758245453491122,1.0931629337153643,0.001001875662477577,-1.3260438277760225,0.8107252550512974
1.6107271340174518,1.635752750836127,-0.4312821409249232,0.7740367324981,5,1.5779040426460889,0.2654756252758459,1.0930927991130368,0.04474936592318872,-0.1982235316068902,-0.21582231853183156,-0.18106523225340138,-0.15560701593932982,-1.6265197840075896,-0.8622794067696401,-0.3646443509470867,-1.0877155967121848,-0.7652654907341534,1.8017389319075943,0.001001875662477577,0.4586719565793238,0.8107252550512974
0.9161288414041303,-0.9567845225247387,-1.4781681533650635,-0.8848503924442492,1,0.18914850432001182,-0.8963433037212919,-0.9559646389311368,-0.592211183243682,-0.3213582107601007,-0.28593982478064245,-0.039314291514105856,-0.09795371754751532,-1.199028251204922,-0.2794218923924331,2.0760332612946595,-0.6967372393819098,-0.1602687550425426,1.744485991253662,0.001001875662477577,-1.3260438277760225,-1.2334634868833914
-0.7046005080269533,0.08023038681960758,-1.12920614921835,-1.714293954915424,3,-1.1996070340060652,-0.8963433037212919,-0.994909399031358,-0.5151370442015759,-0.14210577446570077,-0.053800548930351154,-0.20015473472427978,-0.18079460127405977,1.6509153008128616,0.8862931363619809,3.641482458650882,1.0397589319389096,-0.6722445385241204,-0.5932479419821431,0.001001875662477577,1.351029848756997,0.8107252550512974
1.3791943698130114,-0.09260543140445013,-0.6057631429982799,0.7740367324981,5,1.2307151580645694,0.2654756252758459,0.9161991297421521,-0.5807356257546092,-0.3283263766488162,-0.2841472434999452,-0.19807200262556038,-0.18796504325371174,-1.4840226064067004,-1.4451369211468472,-0.3646443509470867,-1.2050718612719942,-1.279404552174104,0.6334388260882454,0.001001875662477577,-1.3260438277760225,-1.2334634868833914
-0.010002215413631757,0.9444094779398962,-0.6057631429982799,0.7740367324981,3,0.18914850432001182,0.8463850897744147,-0.4215299190015939,-0.41279654612651107,-0.3079507296273504,-0.26111946858637314,0.2221582362031149,0.49296849903073886,0.9384294128084157,-0.2794218923924331,-0.15828968402285742,-0.15765151073551154,-0.9188582257786269,-0.5768089788240834,0.001001875662477577,0.4586719565793238,-1.2334634868833914
-1.1676660364358342,-1.1296203407487964,1.1390468777352873,-0.8848503924442492,6,0.8835262734830504,0.8463850897744147,-0.3408251149384848,-0.7473157577853172,-0.2988038480545629,-0.27470171905934826,-0.16008509870992055,-0.11364891454642095,-1.199028251204922,-0.2794218923924331,-0.3646443509470867,-0.35157175538246976,2.003009203330321,0.1714472752669114,0.001001875662477577,-0.43368593559834934,0.8107252550512974
-0.9361332722313939,-1.6481277954209697,1.313527879808644,0.7740367324981,6,-0.1580403802615074,-1.4772527682198606,1.2427720578114778,1.4506058211196042,-0.09982379299344674,-0.16459586116421457,1.3402571399832583,0.6515967404533958,0.08344634720308063,0.8862931363619809,-0.3646443509470867,0.21575478559115546,0.5903886965128409,0.2814182701863453,0.001001875662477577,0.4586719565793238,0.8107252550512974
-0.010002215413631757,0.9444094779398962,-1.4781681533650635,0.7740367324981,0,-0.8524181494245459,0.2654756252758459,-0.6603598333511438,2.1556144129409773,-0.27823826171704974,-0.2625673226977055,0.49870222083246313,1.0146407615622166,1.223423768010194,-0.8622794067696401,-0.3646443509470867,0.7705298544193463,0.7093689842233485,-0.47250659189018723,1.4557455774923878,-0.43368593559834934,0.8107252550512974
-0.010002215413631757,1.2900811143880115,-0.08232013677820971,-1.714293954915424,0,-0.5052292648430267,-1.4772527682198606,-0.9953786130084692,-0.22249355109938632,-0.3358718090863029,-0.29662636703095285,0.0012189343425060603,0.1560965087350897,-0.9140338960031437,-1.4451369211468472,-0.3646443509470867,-0.13254856644464313,-0.7219999315666962,0.12269724659128599,0.001001875662477577,-1.3260438277760225,0.8107252550512974
-0.010002215413631757,0.08023038681960758,0.7900848735885739,-0.8848503924442492,6,1.5779040426460889,-1.4772527682198606,-0.779070969560252,-1.1409743556268455,-0.2036610100662834,-0.12612430906309707,-0.152225631953007,-0.17058489403174298,-0.059050830397808556,-0.8622794067696401,-0.3646443509470867,1.4282269948400976,-0.06003687630459993,0.22699963352518207,0.001001875662477577,-1.3260438277760225,0.8107252550512974
-0.010002215413631757,0.08023038681960758,-0.2568011388515664,0.7740367324981,5,-0.1580403802615074,1.4272945542729836,1.4773790463670278,0.6332072298548116,-0.11064288540751333,-0.18996778082946766,0.3976018274348069,-0.08048324416176945,-0.3440451855995869,0.303435621984774,-0.3646443509470867,-0.9885589667632547,1.1463511318146669,0.26327872463262436,0.001001875662477577,1.351029848756997,-1.2334634868833914
0.9161288414041303,-1.302456158972854,1.313527879808644,0.7740367324981,6,0.18914850432001182,-0.315433839222723,0.57414214042816,1.6318994968899567,0.7836174846453603,0.2297720205891761,-0.18978812369679668,-0.17866011601691872,1.3659209456110832,-1.4451369211468472,-0.3646443509470867,-1.1818516378029411,0.860798441309449,0.1601100592958357,0.001001875662477577,-1.3260438277760225,-1.2334634868833914
0.6845960771996897,-1.475291977196912,1.6624898839553577,-0.8848503924442492,5,-0.1580403802615074,1.4272945542729836,-0.3361329751673738,-1.2729768210128471,-0.31641792639271366,-0.27739059098039415,-0.03445680934499181,-0.13002934449583017,-0.20154800799869774,-0.8622794067696401,-0.3646443509470867,-1.469280349933384,1.6691433050881088,0.04276987399520244,0.2540007803285489,-1.3260438277760225,0.8107252550512974
-1.6307315648447154,0.9444094779398962,0.7900848735885739,-1.714293954915424,3,0.536337388901531,-0.8963433037212919,-1.1708646404480205,-0.6677921576417423,-0.08609788418379358,0.07960886561384657,-0.147570263049213,-0.15355538277402322,1.5084181232119724,-1.4451369211468472,2.2468095373698844,0.77178500163389,-0.35280049333772745,-1.1232627886299311,-0.6694452217026114,1.351029848756997,0.8107252550512974
